제목,카테고리1,카테고리2,카테고리3,지역명,시군구명,개요
신당동떡볶이 삼대할먼네,음식,음식점,한식,서울,중구," 1972년 개업하여 말그대로 3대를 이어 운영하고 있는 신당동떡볶이 삼대할먼네는 신당동떡볶이 타운과 함께한 40년 이상의 역사를 자랑하며, 옛추억과 전통이 가득한 맛으로 행복을 전하고 있다."
들국화,음식,음식점,한식,서울,중구,"중,고등학교 때 떡볶이를 먹으러 다녔던 사람들이 중년의 단골이 되어 계속 찾는다고 한다."
미니네,음식,음식점,한식,서울,중구,1988년 문을 연 집이다. 20년 정도 됐지만 이 거리에서는 역사가 짧은 편이다. 학생들이 많이 찾는다.
아이러브 신당동,음식,음식점,한식,서울,중구,25년 정도 역사를 가진 떡볶이집 7곳이 모여 2001년에 지금의 모습으로 문을 연 곳이다. 아직도 DJ가 음악을 틀어주고 사연을 이야기 한다. 통기타 라이브 무대도 펼쳐진다. 홈페이지로 들어가면 떡볶이 주문게시판이 있는데 이곳을 통해 택배로 떡볶이를 받아서 맛볼 수 있다.
약속떡볶이,음식,음식점,한식,서울,중구,내부가 깔끔하다. 옛날식 얇은 프라이팬에 떡볶이를 만들던 곳으로 그 역사가 20년이 훌쩍 넘는다. 최근에 가게를 넓히고 내부를 다시 단장한 것이다.
우리집,음식,음식점,한식,서울,중구,일본인 여행자들이 종종 들르는 집이다. 지하에 100명 정도 들어갈 넓은 자리가 있다. 1979년에 문을 열었으니 이 골목에서 30년 세월 떡볶이를 만든 집이다.
우정,음식,음식점,한식,서울,중구,70년대 말에 문을 연 집이다. 30년 정도 됐지만 실내는 깨끗하다. 간혹 오래된 물건들이 보이기도 하는데 세월이 느껴져 입보다 먼저 마음으로 맛을 본 느낌이다. 요즘도 학생들이 많이 찾는다.
종점떡볶이,음식,음식점,한식,서울,중구,1978년에 처음 문을 연 집으로 신당동 떡볶이거리에서도 유난히 인기가 많은 집이다.떡볶이에 볶음밥을 추가해서 먹는것이 특색있다.
놀부보쌈과돌솥밥(잠실점),음식,음식점,한식,서울,송파구,"놀부 보쌈은 보쌈 김치와 담백한 수육이 조화를 이루는 놀부의 대표브랜드로 한국적인 맛을 느껴 볼 수 있는 곳이다. 놀부의 대표 매장인 놀부보쌈 잠실점은 석촌호수, 올림픽공원과 근접하여 접근성이 좋으며 각종 모임을 위한 단체석도 마련되어 있다."
놀부부대찌개&철판구이(삼성점),음식,음식점,한식,서울,강남구,"얼큰하고 푸짐한 부대찌개를 맛볼 수 있는 놀부부대찌개는 다양한 종류의 부대찌개와 더불어 닭갈비,낙지,쭈꾸미등의 철판구이를 맛볼 수 있는 곳이다."
서산밴댕이,음식,음식점,한식,인천,중구,1993년 경에 문을 연 집이다. 밴댕이 거리에서 가장 큰 집이다. 회와 무침이 가장 많이 팔린다. 생선매운탕도 전문이라고 한다.
고향냉면,음식,음식점,한식,인천,동구,1993년 쯤 문을 열었다. 깔끔한 실내와 각종 조형물 인테리어로 편안한 분위기에서 음식을 즐길 수 있다.
기와집냉면,음식,음식점,한식,인천,동구,2001년 문을 연 집이다. 물냉면은 동치미육수가 인상적이고 비빔냉면은 매콤 달콤한 양념장이 입맛을 돋운다. 실내도 깔끔하고 여유있게 식탁배치를 했다. 여름에는 동치미국물을 얼려 냉면에 띄운다. 비빔냉면에도 동치미국물 얼린 얼음을 올린다.
냉면천국,음식,음식점,한식,인천,동구,냉면천국은 냉면과 함께 묵밥을 파는 것이 특징이다. 메인메뉴인 쫄깃한 세숫대야 냉면 뿐만 아니라 부드러운 즉석메밀 냉면도 제공하므로 원하는 입맛에 따라 초이스가 가능하다.
삼미소문난냉면,음식,음식점,한식,인천,동구,30년 된 집이다. 세월이 느껴지는 실내 분위기가 냉면 맛을 더 살리는 기분이다.
아저씨냉면,음식,음식점,한식,인천,동구,1978년 경에 문을 연 집이다. 오래된 세월이 실내에서 느껴진다. 나이드신 분들이 많이 찾는 등 오래된 단골이 많다.
원조화평냉면,음식,음식점,한식,인천,동구,1995년 문을 연 집으로 냉면 거리에서 가장 오래된 집이다. 깔끔하고 편안한 분위기다.
원조할매족발보쌈,음식,음식점,한식,서울,중구,서울특별시 중구 장충동2가에 위치한 원조할매족발보쌈집이다. 보쌈과 족발을 함께 먹을 수 있는 곳이다.
족회관,음식,음식점,한식,서울,중구,1970년에 문을 연 이래로 전통과 역사를 자랑하는 곳이다. 가게 내부가 깨끗하고 넓은 편인데다가 족발 손질이 오픈된 공간에서 이루어지므로 안심하며 즐길 수 있다. 녹두빈대떡과 콩나물국이 서비스로 제공된다.
원조평남할머니집,음식,음식점,한식,서울,중구,40년 전에 개업한 곳으로 역사와 전통을 자랑하는 곳이다. 더불어 주인 아주머니의 풋풋한 인심이 마음 편하게 음식을 즐길 수 있게 한다.
평안도족발집,음식,음식점,한식,서울,중구,50여년 전통의 장충동 족발거리에 위치한 유명 맛집이자 원조집으로 소문난 평안도 족발집이다. 족발 본연의 담백한 맛을 느낄 수 있어 족발 매니아들의 단골 맛집 중 하나로 꼽힌다. 다른 족발집과 다르게 족발거리에서 오른쪽으로 꺾어 안 쪽에 위치해 있으므로 방문 시 주의가 필요하다. 허영만 화백의 만화 <식객>에서 '평안도 족발집'을 족발 메뉴 개발자로 소개하고 있다.
명동본가닭갈비,음식,음식점,한식,강원도,춘천시,명동본가닭갈비는 100% 국내산 고기를 사용하고 김치도 직접 담글 정도로 손님을 생각하는 곳이다. 조미료와 기름을 최소한의 양을 사용하고 밥을 비빌 땐 다른 곳과는 다르게 들기름을 사용한다. 춘천의 또 다른 유명한 먹거리인 막국수도 판매하는데 다른 곳과는 다르게 직접 뽑기 때문에 맛의 차별을 느낄 수 있다.
명물닭갈비,음식,음식점,한식,강원도,춘천시,명물닭갈비는 주류를 판매하지않는 닭갈비골목에서 유일하게 주류판매를 하고 있는 곳이다. 매콤한 닭갈비에 술이 한잔 생각날때는 명물닭갈비를 찾으면 될것이다.
원조 명동산골닭갈비,음식,음식점,한식,강원도,춘천시,20여년째 이어오고 있는 명동산골닭갈비는 국내는 물론 해외에서 방문한 관광객들도 많이 찾는 곳이다. 음식점 내부의 벽에는 관광객들이 남기고간 다른 나라의 지폐들이 눈에 들어온다.
우미닭갈비,음식,음식점,한식,강원도,춘천시,우미닭갈비는 신선한 국산 재료를 사용하고 담백한 양념이 인상적이다. 주말엔 줄을 서야 될 정도로 춘천 명동닭갈비골목에서도 맛있는 집으로 통한다.
장원닭갈비,음식,음식점,한식,강원도,춘천시,2대에 걸쳐 이어오고 있는 장원닭갈비는 38년의 전통을 가지고 있다. 양념을 직접 만들고 항상 주인이 가게에 상주하며 여 손님을 맞고 있다.
이송금할머니의 춘천중앙닭갈비,음식,음식점,한식,강원도,춘천시,닭갈비골목에서도 제일 오래된 곳으로 모든 재료를 주인이 직접 양념을 한다. 찾는 이가 많아서 홈쇼핑에서도 판매를 할 정도이다.
갈비명가할머니집,음식,음식점,한식,경기도,포천시,39년째 이어오는 이동갈비명가할머니집은 포천이동갈비골목에서도 오래된 곳이다. 공식적으로 연 것은 1990년대 중반이지만 원래는 포천이동갈비에서 원조로 유명했던 느티나무갈비를 운영하다가 팔고 새로 확장이동한 곳이 이동갈비명가할머니집이기 때문이다.
느티나무갈비,음식,음식점,한식,경기도,포천시,느티나무갈비는 이동갈비촌에서 찾아가기가 어렵지않다. 느티나무 한그루가 건물 한가운데 자리잡고 있기때문이다. 건물지붕위에 느티나무가 보이면 그 집이 느티나무 갈비집이다.
이동궁전갈비,음식,음식점,한식,경기도,포천시,"공기 좋고 물 좋은 포천 백운산 자락에 자리잡고 있는 이동궁전갈비는 오랜 전통으로 엄선되고 신선한 재료로 손님을 모시고 있다. 700석의 규모를 갖추고 각종 행사나 동창모임 등 단체 손님들을 위해 만반의 준비를 하고 있으며 대형 주차장과 각종 부대시설을 갖추었다. 또한 백운산, 산정호수 등 관광명소와 가까운 거리에 위치하여 빼어난 이동의 경치와 갈비 맛을 즐기기에 좋은 곳이다.이동궁전갈비는 포천 향토,전통 음식경연대회에 우수업소로 뽑힌 바 있다."
이동폭포갈비,음식,음식점,한식,경기도,포천시,이동폭포갈비는 포천이동갈비골목에서도 전망이 제일 좋은 곳이다. 한쪽 창가쪽에는 맑은 계곡물이 흐르고 반대편 창가쪽에서는 50M 의 폭포가 떨어지는 것을 볼 수가 있다.
먹거리순대,음식,음식점,한식,충청남도,천안시,병천순대거리의 순대집들 중 항상 엿장수아저씨가 있는 곳을 본다면 그 곳이 아우내먹거리순대이다. 매일 육수를 만들기 때문에 깨끗하고 신선한 맛을 느낄 수 있다.
아우내엄나무순대,음식,음식점,한식,충청남도,천안시,병천순대거리를 들어서면 제일 먼저 만나는 곳이 아우내엄나무순대이다. 아우내엄나무순대는 혈액순환이 잘된다는 엄나무 성분을 포함하였다. 국물이 시원하고 담백하다.
아우내한방순대,음식,음식점,한식,충청남도,천안시,아우내한방순대는 이름에서 알수가 있듯 한약재료를 사용한 한방순대이다. 한약재료를 사용하여 돼지 특유의 잡내를 제거하였다.
청화집,음식,음식점,한식,충청남도,천안시,청화집은 병천순대골목에서도 원조로 통하는 곳이다. 공식적으로 문을 연겄은 1968년으로 되어 있으나 그 이전부터 장터에서 간판없이 이름없이 장사를 하다가 군청직원들이 업소 허가를 내기 위해 이름을 임의로 청화집으로 지었다고 한다. 오래된 전통만큼이나 양도 푸짐하고 구수하다.
진원조보신닭한마리,음식,음식점,한식,서울,종로구,20여 년 전에 문을 열었다. 2007년 '보신닭 영계의 제법'으로 특허 등록을 마쳤다. 각종 한방재료와 야채와 양념들로 육수를 만들어 끓여내는 요리법을 특허 등록을 한 것이다. 끓여 나오는 육수가 진하고 구수하면서도 시원하다. 일본인 여행자들도 좋아한다.
동대문닭한마리,음식,음식점,한식,서울,종로구,닭한마리식당 바로 앞에 생선구이 식당을 함께 한다. 닭한마리식당이 꽉 차면 앞 식당에서 손님을 받는다. 인삼으로 육수를 낸 게 특징이다.
명동닭한마리,음식,음식점,한식,서울,종로구,"[서울 종로구 종로5가에 있는 닭요리 전문점 명동닭한마리]명동닭한마리는 종로구 종로5가 청계천 앞에 있으며, 닭을 이용한 다양한 요리를 제공한다. 명동닭한마리에서는 엄나무와 가시오가피를 넣어 끓인 육수를 사용하며, 7가지 한방재료를 넣어 만든 한방소스를 제공한다."
세창대구탕,음식,음식점,한식,서울,용산구,맑은국 대구탕이 뚝배기로 제공된다.입맛에 따라 매운 고추 다진것과 다데기를 넣어 맑은국에 식초 몇 방울 떨어뜨리면 감칠맛이 더 좋아진다. 대구에서 우러나오는 시원한 맛을 최대한 살리기 위해 미나리나 콩나물 대신에 무와 파를 넣는 것이 특징이다.
원대구탕,음식,음식점,한식,서울,용산구,1979년에 문을 열었다. 그 이전에는 한식집을 했으니 경력으로 보면 30년이 훨씬 지난 역사를 가지고 있다. 대구탕만 끓여 낸 세월이 30년이다. 얼큰하고 시원한 대구탕 국물이 일품이며 대구와 함께 콩나물과 미나리의 맛이 국물에 우러나도록 푹 끓여먹으면 예술이다.
자원대구탕,음식,음식점,한식,서울,용산구,대구탕 골목으로 들어서면 자원대구탕을 포함한 몇몇 대구 음식점들이 보인다.그 중에서도 유독 오래된 곳이 바로 이 집이다. 그래서인지 인테리어에서 세월이 느껴지지만 그만큼 깊어진 맛은 사람들의 발길을 붙잡는다.칼칼한 맛이 그리울 때 한 끼 식사로 어떨까?
맛식당,음식,음식점,한식,충청북도,괴산군,"테이블 5개의 작은 식당이지만 허영만의 만화 식객에 출연했던 식당이다. 식당 뒤 마당에 된장 독이 십여개가 놓여 있다. 3년 묵은 것부터 8년 묵은 것까지 다양하다. 괴산해장국으로 식당을 열어 선지해장국을 팔았던 때부터 따지면 식당 경력은 더 됐다. 구수한 된장과 아욱, 올갱이의 맛이 잘 어울렸다."
기사식당,음식,음식점,한식,충청북도,괴산군,15여년 전에 올갱이국으로 식당을 냈다가 지금 자리에 식당을 새 단장 했다.
주차장식당,음식,음식점,한식,충청북도,괴산군,"주차장식당은 괴산 시외버스터미널 옆에서 50여년 전에 문을 열었다. 이곳은 괴산의 향토음식인 올갱이 해장국을 단일메뉴로 하는 음식점이다. 올갱이 국은 간해독과 숙취해소, 시력증진에 효과가 있다고 한다. "
문장대식당,음식,음식점,한식,충청북도,보은군,1995년 개업한 작은 규모의 식당. 산채비빔밥과 버섯전골이 대표메뉴다. 자연산버섯전골은 재료와 요리법을 특허등록했다.
