걷는길 명칭,코스명,지역1,난이도,상세거리(km),소요시간(시),소개
계명산 숲길,계명산 숲길,경기 양주시,보통,6.3,2,"계명산숲길은 소사고개에서 은봉산 자락을 지나 말머리고개부터 장흥숲길 입구까지 임도길로 숲길이다. 임도길은 길 폭이 넓어 가족이나 친구와 함께 나누지 못한 이야기를 나눌 수 있는 걷기 좋은 숲길이다. 계명산은 경기도 양주시 장흥면 석현리와 백석읍 기산리, 파주시 광탄면, 고양시 벽제동에 걸쳐있는 산으로 높이는 622m이다. 개명산은 원래 고령산(高嶺山 혹은 高靈山)이라 불렸고, 그 후 한때 계명산(鷄鳴山)으로 불려지기도 했다. 동여비고(1682)는 고령산을 일명 계명산(鷄鳴山)으로 부른다고 하였으며, 동국여도 (1801~1822)는 고령산의 한자를 ‘고령산(高靈山)’으로 적고 있는 것이 특색이다. 고령산이란 이름은 15세기 중반의 문헌에서 처음 등장한다. 세종실록 30년(1448) 12월10일 조에는 삼군진사무소에서 고령산(高嶺山) 등을 강무장(講武場) 즉 왕의 수렵장소로 정할 것을 건의하는 기사가 보인다. 조선왕조실록에는 고령산 혹은 고령사와 관련하여 총 7건의 기사가 확인된다. 특히 영조?정조대에는 왕의 행차기록이 있는데, 숙빈(叔嬪) 최씨의 묘소인 소년원(소령원)이 이곳에 있기 때문이다. 개명산은 꾀꼬리봉, 즉 앵무봉과 연이어 있는데, 이들 연봉 모두를 개명산 혹은 앵무봉이라고도 한다. 꾀꼬리봉이라는 이름은 산줄기가 꾀꼬리처럼 아름다운 봉우리로 이루어져 있다 하여 붙여진 이름이다. 가끔 기산리와 장흥면 석현리 경계에 위치하고 있는 또 다른 꾀꼬리봉과 혼동하여 불려지기도 한다."
노아산 숲길,2구간,경기 양주시,보통,3.3,1,"팔일봉 3부능선을 따라 걷는 숲길이 이어진다. 소사고개에서 기산 저수지를 끼고 시작하는 얕은 오르막과 내리막이 이어지는 길로 큰 부담없이 걸을 수 있다. 노아산(老兒山)은 백석읍 홍죽리와 연곡리, 광적면 비암리에 걸쳐 있는 산이다. 산에 바위가 많아 밤에 뜨는 달빛이 바위에 반사되어 아름다운 빛을 발한다하여 월암산이라고도 한다. 이 산등성이에 묘자리가 있는데 이곳에 묘를 쓰면 그 후손들만 번창하고 다른 사람들은 질병과 가난에 시달린다고 하여 사람들이 그곳의 묘를 모두 없애버렸다고 한다."
노아산 숲길,1구간,경기 양주시,보통,5.2,2,"노아산 3부능선을 따라 걷는 숲길이 이어진다. 소사고개에서 기산 저수지를 끼고 시작하는 얕은 오르막과 내리막이 이어지는 길로 큰 부담없이 걸을 수 있다. 노아산(老兒山)은 백석읍 홍죽리와 연곡리, 광적면 비암리에 걸쳐 있는 산이다. 산에 바위가 많아 밤에 뜨는 달빛이 바위에 반사되어 아름다운 빛을 발한다하여 월암산이라고도 한다. 이 산등성이에 묘자리가 있는데 이곳에 묘를 쓰면 그 후손들만 번창하고 다른 사람들은 질병과 가난에 시달린다고 하여 사람들이 그곳의 묘를 모두 없애버렸다고 한다."
빛고을산들길,02코스,광주 북구,어려움,13,6,"무등산을 지나는 코스로 대부분 산악지역을 오르내리는 길로써 초보자에게는 다소 험준할 수 있지만 광주시가지를 한눈에 관람할 수 있는 군왕봉, 장원봉 봉우리들과 팔각정을 지날 수 있다. 광주의 기념물로 지정된 무진고성지를 보거나 봄이면 다양한 봄꽃에 가을이면 단풍이 물드는 댜앙? 풍경들을 볼 수도 있다."
모악산 마실길,완주구간 1코스,전북 완주군,쉬움,4,1,모악산이 웅장하게 반기는 전북도립미술관에서 시작해 상학마을에서 두방마을까지 이어지는 삼천의 아름다운 풍경을 따라 걷게 된다. 작은 굴다리를 지나면 500년생 느티나무가 반기는 두방마을이 나타난다. 두방마을은 전국에서 가장 아름다운 숲으로 선정된 곳으로 각종 활엽수들이 푸른빛을 뽐내는 이곳에서 마실길 1코스가 마무리된다.
모악산 마실길,완주구간 2코스,전북 완주군,보통,16,4,모악산이 웅장하게 반기는 전북도립미술관에서 시작해 봄이면 곳곳에 매화가 꽃피는 무지마을로 향한다. 넉넉한 산을 배경으로 삼은 구이저수지를 따라 걷다보면 모악산 둘레를 걷는 반월마을 임도로 들어선다. 작은 시골마을들을 내려다 볼 수 있는 구불구불 이어진 산길을 걷다보면 와글와글 사람들의 웃는 소리가 들린다. 힐링마을로 소문난 장파마을을 지나 한적한 시골길을 3km 정도 걸으며 모악살마실길 완주 2코스 끝이 난다.
모악산 마실길,완주구간 2-1코스,전북 완주군,보통,5,1.5,힐링마을로 소문난 장파마을 임도로 들어서면 2-1코스 안내표지를 발견할 수 있다. 빽빽한 나무들로 둘러싼 조용한 산길을 둘러보는 코스이다. 건강힐링녹색길과 노르딕체험녹색길에 조성된 쉼터에서 잠시 쉬어가며 신암마을에 들어서면 2-1코스는 마무리된다.
모악산 마실길,전주구간 1코스,전북 완주군,보통,13,4,거대한 느티나무와 아름다운 숲이 있는 두방마을에서 코스가 시작된다. 대나무가 우거진 추동마을과 한적한 시골길이 이어지는 학전마을 등을 지나면 다양한 편의시설이 있는 완산생활체육공원을 만난다. 통로를 지나면 노송군락이 멋스러운 중인리에 들어서고 이 마을들을 지나면 독배천길을 따라 오솔길을 걷게 됩니다. 구성산과 모악산 에 둘러싸인 길들을 한참 따라걷다보면 독배고개 종점에 이르게 된다. 고개정상부터는 모악산마실길 김제구간이 시작된다.
감악산 숲길,1구간 황방 숲길,경기 양주시,어려움,8.2,3,"감악산 숲길은 경기도 오악(五嶽)의 하나인 감악산 주변으로 봉암저수지, 원당저수지, 신암저수지를 연결하는 노선으로 조성되어 수덕(水德)을 상징하는 감악산과 아름다운 저수지를 감상 할 수 있는 최적의 숲길이다. 제1구간(8.1km)은 초록지기마을(봉암저수지)에서 출발하여 숲속체험장, 원댕이 쉼터, 선일재, 구름재쉼터, 원당저수지 쉼터를 지나 다시 초록지기마을(봉암저수지)로 돌아오는 코스이다. 숲길 주변으로 ‘조소앙 선생 기념공원’, 천연기념물 제278호인 ‘남면 느티나무’, 봉암저수지, 원당저수지 등의 볼거리가 있으며, 숲길을 걸으면서 숲속체험장, 원댕이 쉼터, 가마터, 선일재, 구름재쉼터 등을 체험 할 수 있다. 또한 신비스러운 감악산을 각 저수지에서 바라보는 모습이 보는 장소마다 새로운 모습을 보여주어서 또 다른 감동을 준다."
섬진강을 따라가는 박경리 토지길,2코스,경남 하동군,쉬움,11,3,"소설 의 주 무대가 된 하동을 걷는 도보 여행코스이다. 하동 실제 배경이 되었던 평사리를 지나는 1코스와 19번 국도를 따라 꽃길을 걷는 2, 3코스로 나눠진다. 그 중 2코스는 섬진강변의 평사리 들판의 부부송과 고요한 동정호를 시작으로 섬진강변을 따라 화개장터에 이르는 코스로 거의 모든 구간에서 섬진강이 길동무로서 함께 한다. 곳곳에 와 녹차에 얽힌 이야기들이 담겨 있어 걷는 동안 한눈 팔 겨를이 없다. 특히 벚꽃이 필 무렵에 가면 진해와 여의도 벚꽃은 저리가라 할 정도로 멋진 화개길 벚꽃이 기다린다."
송파소리길,일주코스,서울 송파구,보통,30.21,10,"석촌호수를 출발하여 송파구를 흐르는 한강~탄천 등 송파구를 걷는 장거리 코스이다. 송파소리길을 안내하는 홈페이지가 있고, 매년 걷기 행사 등이 열려 주민들의 많은 참여가 이루어지는 코스이다. ※ 홈페이지 : http://sorigil.songpa.go.kr"
강화나들길,18코스,인천 강화군,쉬움,15,3,"강화 나들길은 화남 고재형 선생이 1906년 강화도의 유구한 역사와 수려한 자연을 노래하면 걸었던 강화의 끊어진 길을 잇고 잊혀진 길을 찾아 강화가 품고 길러낸 자연과 땅 위의 모든 것과 연결한 길이다. 나들길은 세계문화유산으로 지정된 선사 시대 고인돌과 고려시대의 왕릉과 건축물 그리고 외세의 침략을 막고 나라를 지키려했던 조선시대 진보와 돈대, 선조의 지혜가 살아 숨쉬는 이 땅을 스쳐간 모든 문화와 생활 그리고 천연 기념물 철새가 서식하는 자연생태환경을 보고 느낄 수 있다."
강화나들길,19코스,인천 강화군,쉬움,10,3,"강화 나들길은 화남 고재형 선생이 1906년 강화도의 유구한 역사와 수려한 자연을 노래하면 걸었던 강화의 끊어진 길을 잇고 잊혀진 길을 찾아 강화가 품고 길러낸 자연과 땅 위의 모든 것과 연결한 길이다. 나들길은 세계문화유산으로 지정된 선사 시대 고인돌과 고려시대의 왕릉과 건축물 그리고 외세의 침략을 막고 나라를 지키려했던 조선시대 진보와 돈대, 선조의 지혜가 살아 숨쉬는 이 땅을 스쳐간 모든 문화와 생활 그리고 천연 기념물 철새가 서식하는 자연생태환경을 보고 느낄 수 있다. 그 중 19코스는 석모도 해변을 따라 걷는 길로서 매우 아름답다."
서운산 둘레길,"3코스, 4코스",경기 안성시,쉬움,5,3,"서운산 둘레길은 1코스부터 4코스까지 있으며 총 길이는 20.6km이다. 1코스는 농촌 풍경이 있는길, 2코스는 휴식 명상의 길, 3코스는 포도밭 사이로, 4코스는 자연치유의 길로 구성되어있다. 서운산 둘레를 걸으며 바우덕이묘, 청룡사, 청룡 호수 등 자연과 함께 힐링 할 수 있는 코스이다."
관악산둘레길,과천구간,경기 과천시,보통,6.6,3,"관악산을 따라 걸으며 건강도 챙기고, 살아 숨 쉬는 자연과 역사, 문화를 느낄 수 있도록 관악산둘레를 따라 길이 이어졌다. 관악산둘레길은 편안하고 걸으면서 수려한 자연·생태 경관을 감상할 수 있도록 산 정상 등산코스가 아닌 완만한 경사나 평지로 이동할 수 있게 조성된 코스이다. 서울 남부지역과 삼남지역의 관문인 남태령고개에서 남태령 옛길을 지나고 선조들이 공부하던 과천향교를 만나게 된다. 선비와 학자들을 길러낸 과천향교는 관악산을 오르는 등산객들의 만남의 장소로 주말이면 많은 인파가 몰린다. 과천향교를 지나 한적한 관악산자락을 따라 쉬엄쉬엄 걸으면 안양시 간촌약수터에 이르러 과천구간은 끝이 난다."
관악산둘레길,안양구간,경기 안양시 동안구,어려움,10,4,"관악산 둘레길은 수도권의 대표적인 명산인 관악산과 접해 있으며 안양시·과천시·관악구·금천구에 속해있는 관악산을 순환할 수 있는 둘레길로서 전체구간은 31.2㎞이며, 산의 높이는 629m로, 관악산 둘레길의 아름다운 경관을 감상하고 역사와 생태를 배우는 자연탐방로이다. 안양시 구간은 모두 6개 구간으로 이루어져 있으며, 각 구간별로 특색있는 안양의 숲길을 체험할 수 있다. 이 중 석수역에서 시작해서 금강사, 안양예술공원, 망해암, 비봉 산책길, 내비산 입구, 관악산 자연학습장, 간촌약수터를 지나 과천으로 이어진 관악산 둘레길은 안양시 만안구 전경의 속살을 들여다 보며 피곤함을 날릴 수 있다. 조금 가파르기 때문에 난이도는 있지만 걷고 나면 상쾌한 기분을 느낄 수 있는 둘레길이다. 1구간 : 석수역→ 석수배드민턴장입구→ 해솔학교 갈림길→ 정심여자정보산업학교→ 안양교회 교육관 → 금강사 (거리 : 1.9km, 소요시간 : 약 40분) 2구간 : 금강사입구→ 석실분갈림길→ 제1쉼터→ 안양사→ 예술공원주차장→ 알바로시자홀 (거리 : 1.6km, 소요시간 : 약 40분) 3구간 : 알바로시자홀→ 지장사 뒤편 산책로→ 관악천약수터→ 망해암 (거리 : 1.5km, 소요시간 : 약 50분) 4구간 : 망해암→ 보덕사 갈림길→ 비봉산책로 (거리 : 0.9km, 소요시간 : 약 20분) 5구간 : 비봉산책로→ 상불당약수터→ 비산중학교→ 수도군단 입구→ 관악산 산림욕장입구 (거리 : 2.8km, 소요시간 : 약 1시간) 6구간 : 관악산산림욕장입구→ 매천약수터→ 자연학습장입구→ 무당골 계곡→ 간촌약수터 (거리 : 1.3km, 소요시간 : 약 30분)"
관악산둘레길,서울구간,서울 관악구,보통,15,5,"관악산을 둘러싸고 있는 높낮이가 심하지 않은 평탄한 숲길을 걸으며 자연과 문화, 역사를 즐길 수 있는 길로써 강감찬장군의 애국사상을 고취 할 수 있고 자연학습 체험활동이 가능하다. 또한 느림과 사색의 조화를 느낄 수 있는 코스이다."
강화나들길,16코스 서해황금들녘길,인천 강화군,쉬움,10.9,4,"강화 나들길 16코스 서해황금들녘길은 해안을 따라 나있는 둑길을 포함하고 있다. 한 쪽은 바다와 갯벌, 다른 쪽에는 시원하게 트인 논밭을 보며 걸을 수 있다. 벼 익어가는 가을에 맞는 16코스는 붉은 노을과 황금들판이 어울어져 한편의 모노드라마가 펼쳐지는 것 같은 풍광을 자아낸다. 교동도로 들어가는 유일한 통로였던 창후리여객터미널은 연륙교가 생겨나면서 조용한 어촌마을이 되었다. 연륙교 개통 이후 예전보다 활기는 잃었지만 새벽을 여는 고기잡이 뱃소리는 여전하다. 창후리여객터미널을 지나면 넓은 들판이 이어진다. 바다와 들판을 가로지르면 돈대를 만나게 된다. 강화도는 섬 자체가 요새로 그 흔적은 돈대를 통해 알 수 있다. 지금은 간척사업으로 섬 둘레를 따라 많은 농경지가 있지만 예전에는 바다였던 곳으로 돈대는 섬의 지리적 이점을 이용한 천혜의 군사요충지로 섬을 방어하는데 중요한 곳이었다. 지금은 섬 외곽에 있다보니 쓸쓸히 그 자리를 지키고 있다. 들판을 지나면 용두레의 본고장 용두레마을이이다. 용두레란 깊은 곳에 고인 물을 높은 곳에 있는 천수잡으로 퍼올리는 재래식양수시설로, 지방에 따라 통두레, 따래, 품개, 풍개로 부르기도 한다. 이곳에서 계승되어온 용두레질 노래는 전통민속놀이로 강화도의 문화적 가치를 뽐낸다. 마을 이후는 덕산산림욕장을 지나 석모도로 가는 여객선이 드나드는 외포여객터미널에 이르러 16코스는 마무리 된다."
